"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Midazolam|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Rifampicin|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Midazolam|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Rifampicin|Concentration in container [µmol/l]","Organism|Lumen|Midazolam|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Rifampicin|Fraction of oral drug mass absorbed into mucosa"
0,0,0,0,0,0,0,0
0,3,0,1.79888E-05,0,0.0001508191,0,0.01440213
0,6,0,0.0002608756,0,0.0009435177,0,0.04758086
0,9,0,0.0009823117,0,0.002501082,0,0.09645913
0,12,0,0.00234225,0,0.004873971,0,0.1579042
0,15,0,0.004417874,0,0.008019592,0,0.2275807
0,18,0,0.007203572,0,0.01182473,0,0.3012158
0,21,0,0.01062731,0,0.01613867,0,0.3751718
0,24,0,0.01457334,0,0.02079796,0,0.4466229
0,27,0,0.01890335,0,0.0256433,0,0.5135702
0,30,0,0.02347381,0,0.03053119,0,0.5747714
0,33,0,0.02814845,0,0.03534016,0,0.6296084
0,36,0,0.0328065,0,0.0399732,0,0.6779414
0,39,0,0.03734709,0,0.04435765,0,0.7199762
0,42,0,0.04169075,0,0.04844311,0,0.7561403
0,45,0,0.0457788,0,0.05219834,0,0.7869853
0,48,0,0.04957131,0,0.05560788,0,0.8131159
0,51,0,0.05304454,0,0.05866867,0,0.835139
0,54,0,0.05618796,0,0.06138702,0,0.8536316
0,57,0,0.05900147,0,0.06377595,0,0.869122
0,60,0,0.06149279,0,0.06585298,0,0.8820803
0,63,0,0.06367525,0,0.0676384,0,0.8929169
0,66,0,0.06556595,0,0.06915405,0,0.9019856
0,69,0,0.06718435,0,0.07042221,0,0.9095882
0,72,0,0.06855111,0,0.07146494,0,0.9159789
0,75,0,0.06968718,0,0.07230359,0,0.92137
0,78,0,0.07061325,0,0.07295836,0,0.9259379
0,81,0,0.07134926,0,0.07344822,0,0.9298285
0,84,0,0.07191412,0,0.07379075,0,0.9331626
0,87,0,0.07232555,0,0.07400212,0,0.9360394
0,90,0,0.07259998,0,0.0740971,0,0.9385402
0,93,0,0.07275251,0,0.07408909,0,0.9407319
0,96,0,0.07279696,0,0.07399024,0,0.9426688
0,99,0,0.07274587,0,0.07381149,0,0.9443958
0,102,0,0.07261059,0,0.07356267,0,0.9459493
0,105,0,0.07240137,0,0.07325259,0,0.9473593
0,108,0,0.07212742,0,0.07288914,0,0.9486501
0,111,0,0.07179695,0,0.07247937,0,0.9498417
0,114,0,0.07141738,0,0.07202956,0,0.9509506
0,117,0,0.07099528,0,0.0715453,0,0.9519899
0,120,0,0.07053652,0,0.07103156,0,0.9529709
0,123,0,0.07004634,0,0.07049277,0,0.9539024
0,126,0,0.06952938,0,0.06993287,0,0.9547919
0,129,0,0.06898977,0,0.06935532,0,0.9556455
0,132,0,0.06843118,0,0.06876323,0,0.9564683
0,135,0,0.06785684,0,0.0681593,0,0.9572645
0,138,0,0.06726964,0,0.06754599,0,0.9580375
0,141,0,0.06667211,0,0.06692541,0,0.9587902
0,144,0,0.06606649,0,0.06629945,0,0.9595249
0,147,0,0.06545477,0,0.06566977,0,0.9602437
0,150,0,0.06483869,0,0.06503784,0,0.9609482
0,153,0,0.06421979,0,0.06440495,0,0.9616399
0,156,0,0.06359941,0,0.06377222,0,0.9623199
0,159,0,0.06297874,0,0.06314065,0,0.9629892
0,162,0,0.06235881,0,0.06251109,0,0.9636487
0,165,0,0.06174053,0,0.0618843,0,0.9642991
0,168,0,0.0611247,0,0.06126094,0,0.964941
0,171,0,0.06051199,0,0.06064157,0,0.965575
0,174,0,0.059903,0,0.06002668,0,0.9662014
0,177,0,0.05929824,0,0.05941669,0,0.9668208
0,180,0,0.05869814,0,0.05881196,0,0.9674333
0,183,0,0.0581031,0,0.05821278,0,0.9680395
0,186,0,0.05751342,0,0.05761943,0,0.9686393
